Subject,Relation,Object
睿翼,HAS_UNIT,燃油泵
睿翼,HAS_UNIT,发动机
帝豪GS,HAS_UNIT,助力泵
宋,HAS_UNIT,控制器
海马S5青春版,HAS_UNIT,变速箱
Tiguan,HAS_UNIT,变速箱
Tiguan,HAS_UNIT,发动机
指南者,HAS_UNIT,控制器
帅铃T6,HAS_UNIT,差速器
风光370,HAS_UNIT,发动机
风光370,HAS_UNIT,转向机
领动,HAS_UNIT,冷却系统
福美来,HAS_UNIT,发动机
乐骋,HAS_UNIT,发动机
乐驰,HAS_UNIT,发动机
索纳塔八,HAS_UNIT,空调
威朗,HAS_UNIT,水泵
凯美瑞,HAS_UNIT,差速器
幻速S7,HAS_UNIT,变速箱
幻速S7,HAS_UNIT,传感器
沃尔沃XC90,HAS_UNIT,变速箱
逸致,HAS_UNIT,电池
长安CS75,HAS_UNIT,分离器
奔驰S级,HAS_UNIT,轴承
宝骏560,HAS_UNIT,电机
悦翔V3,HAS_UNIT,发动机
时韵,HAS_UNIT,变速箱
时韵,HAS_UNIT,发动机
马自达3 Axela昂克赛拉,HAS_UNIT,转向机
皇冠,HAS_UNIT,水泵
宝典,HAS_UNIT,电机
野马T70,HAS_UNIT,发动机
荣威ei6,HAS_UNIT,电池
荣威ei6,HAS_UNIT,电机
马自达3 Axela昂克赛拉,HAS_UNIT,变速箱
艾瑞泽EX,HAS_UNIT,变速箱
柯迪亚克,HAS_UNIT,差速器
睿骋,HAS_UNIT,发动机
观致3,HAS_UNIT,空调
C4世嘉,HAS_UNIT,燃油泵
雪铁龙C4L,HAS_UNIT,水泵
北汽新能源EX3,HAS_UNIT,电机
荣威ei6,HAS_UNIT,发动机
转换器,COMPOSED_OF,空调
宝马X3,HAS_UNIT,转换器
电池,COMPOSED_OF,轴承
途昂,HAS_UNIT,电机
力帆820EV,HAS_UNIT,变速箱
力帆820EV,HAS_UNIT,电机
马自达3 Axela昂克赛拉,HAS_UNIT,发动机
起亚KX3,HAS_UNIT,发动机
起亚KX3,HAS_UNIT,空调
标致207,HAS_UNIT,轴承
荣威550,HAS_UNIT,电池
赛欧,HAS_UNIT,电机
赛欧,HAS_UNIT,轴承
标致207,HAS_UNIT,传感器
多利卡,HAS_UNIT,发动机
奥迪A6,HAS_UNIT,空调
驭胜S330,HAS_UNIT,电机
皇冠,HAS_UNIT,助力泵
睿骋,HAS_UNIT,空调
长安欧尚科赛3,HAS_UNIT,发动机
宝骏RM-5,HAS_UNIT,空调
凯迪拉克ATS-L,HAS_UNIT,发动机
分离器,UNIT_FAILURE,降低
森雅R9,HAS_UNIT,空调
楼兰,HAS_UNIT,助力泵
T-ROC探歌,HAS_UNIT,燃油泵
总裁,HAS_UNIT,发动机
速腾,HAS_UNIT,分离器
明锐,HAS_UNIT,助力泵
长安欧尚X70A,HAS_UNIT,传感器
奥迪A6L,HAS_UNIT,轴承
比亚迪S7,HAS_UNIT,电机
C4世嘉,HAS_UNIT,传感器
卡罗拉双擎E+,HAS_UNIT,发动机
风云2,HAS_UNIT,轴承
风云2,HAS_UNIT,转向机
奥迪A3,HAS_UNIT,燃油泵
名爵ZS,HAS_UNIT,水泵
科沃兹,HAS_UNIT,差速器
哈弗H4,HAS_UNIT,转向机
林肯MKZ,HAS_UNIT,变速箱
宝马7系,HAS_UNIT,轴承
宝马7系,HAS_UNIT,转向机
起亚KX5,HAS_UNIT,空调
凯迪拉克ATS-L,HAS_UNIT,燃油泵
标致308,HAS_UNIT,转向机
标致308,HAS_UNIT,助力泵
起亚KX3,HAS_UNIT,变速箱
路宝,HAS_UNIT,空调
路宝,HAS_UNIT,轴承
秦Pro,HAS_UNIT,传感器
奥迪Q5,HAS_UNIT,燃油泵
宝马X5,HAS_UNIT,空调
众泰SR9,HAS_UNIT,空调
哈弗H6 Coupe,HAS_UNIT,轴承
宝马7系,HAS_UNIT,电池
奔腾B50,HAS_UNIT,电机
奔腾B50,HAS_UNIT,空调
逸动,HAS_UNIT,分离器
奥德赛,HAS_UNIT,电池
晶锐,HAS_UNIT,发动机
索纳塔九,HAS_UNIT,冷却系统
索纳塔九,HAS_UNIT,传感器
转速,FEATURE_FAILURE,卡死
众泰T300,HAS_UNIT,转向机
凯美瑞,HAS_UNIT,动力电池
奔腾X40,HAS_UNIT,传感器
博瑞GE,HAS_UNIT,变速箱
博瑞GE,HAS_UNIT,发动机
传祺GS7,HAS_UNIT,空调
威霆,HAS_UNIT,电机
风云2,HAS_UNIT,空调
中华V3,HAS_UNIT,电池
空调,UNIT_FAILURE,动力受限
途安,HAS_UNIT,空调
瑞风S3,HAS_UNIT,空调
睿骋,HAS_UNIT,传感器
奥迪Q5L,HAS_UNIT,轴承
VELITE 6,HAS_UNIT,变速箱
VELITE 6,HAS_UNIT,电池
VELITE 6,HAS_UNIT,电机
森雅R9,HAS_UNIT,变速箱
比亚迪G6,HAS_UNIT,发动机
奥迪A3（进口）,HAS_UNIT,电池
奥迪A3（进口）,HAS_UNIT,传感器
欧诺S,HAS_UNIT,变速箱
荣威RX5新能源,HAS_UNIT,电机
荣威RX5新能源,HAS_UNIT,差速器
威达,HAS_UNIT,变速箱
威达,HAS_UNIT,传感器
宝骏560,HAS_UNIT,电池
森雅R7,HAS_UNIT,传感器
荣威RX5新能源,HAS_UNIT,轴承
骐达,HAS_UNIT,变速箱
骐达,HAS_UNIT,发动机
宝马M6,HAS_UNIT,发动机
君马SEEK 5,HAS_UNIT,发动机
变压器,COMPOSED_OF,电池
CC,HAS_UNIT,空调
艾瑞泽GX,HAS_UNIT,传感器
卡罗拉双擎E+,HAS_UNIT,空调
沃尔沃S40,HAS_UNIT,空调
众泰SR7,HAS_UNIT,空调
名爵HS,HAS_UNIT,燃油泵
宝马X3,HAS_UNIT,传感器
宝骏560,HAS_UNIT,燃油泵
奔驰A级（进口）,HAS_UNIT,传感器
奥迪Q5L,HAS_UNIT,电机
宋MAX,HAS_UNIT,电机
骏派D60,HAS_UNIT,电机
骏派D60,HAS_UNIT,轴承
标致307,HAS_UNIT,电机
CC,HAS_UNIT,燃油泵
启辰T90,HAS_UNIT,空调
欧诺S,HAS_UNIT,燃油泵
宝骏RS-5,HAS_UNIT,发动机
睿翼,HAS_UNIT,转向机
凯翼C3R,HAS_UNIT,变速箱
凯翼C3R,HAS_UNIT,发动机
桑塔纳,HAS_UNIT,电池
DS 7,HAS_UNIT,变速箱
DS 7,HAS_UNIT,发动机
锐行,HAS_UNIT,空调
V3菱悦,HAS_UNIT,空调
上汽大众T-Cross,HAS_UNIT,变速箱
上汽大众T-Cross,HAS_UNIT,发动机
英朗,HAS_UNIT,水泵
远景SUV,HAS_UNIT,变速箱
远景SUV,HAS_UNIT,发动机
宋Pro,HAS_UNIT,电池
雪铁龙C5,HAS_UNIT,电机
长安CS55,HAS_UNIT,电池
奔腾X80,HAS_UNIT,空调
威马EX5,HAS_UNIT,发动机
比亚迪S2,HAS_UNIT,变速箱
比亚迪S2,HAS_UNIT,电池
比亚迪S2,HAS_UNIT,电机
东南DX3,HAS_UNIT,轴承
宝骏630,HAS_UNIT,变速箱
现代ix35,HAS_UNIT,传感器
中华V3,HAS_UNIT,轴承
马自达3 Axela昂克赛拉,HAS_UNIT,传感器
科雷嘉,HAS_UNIT,变速箱
荣威RX8,HAS_UNIT,发动机
嘉年华,HAS_UNIT,变速箱
森雅R9,HAS_UNIT,电池
云逸 C4 AIRCROSS,HAS_UNIT,变速箱
云逸 C4 AIRCROSS,HAS_UNIT,发动机
君马S70,HAS_UNIT,变速箱
君马S70,HAS_UNIT,发动机
瑞风S4,HAS_UNIT,发动机
菲斯塔,HAS_UNIT,空调
长安欧尚X70A,HAS_UNIT,空调
启辰T70,HAS_UNIT,燃油泵
现代ix25,HAS_UNIT,电机
宋,HAS_UNIT,电池
朗动,HAS_UNIT,轴承
众泰T600,HAS_UNIT,轴承
众泰T600,HAS_UNIT,助力泵
V3菱悦,HAS_UNIT,变速箱
尚酷,HAS_UNIT,传感器
蒙迪欧,HAS_UNIT,轴承
阻值,FEATURE_FAILURE,降低
奔驰B级,HAS_UNIT,传感器
星途-TX,HAS_UNIT,变速箱
星途-TX,HAS_UNIT,发动机
SWM斯威X7,HAS_UNIT,空调
沃尔沃S60L,HAS_UNIT,变速箱
沃尔沃S60L,HAS_UNIT,发动机
马自达3 Axela昂克赛拉,HAS_UNIT,空调
长安欧尚CX70,HAS_UNIT,变速箱
凯迪拉克CT6,HAS_UNIT,空调
上汽大众T-Cross,HAS_UNIT,空调
艾瑞泽EX,HAS_UNIT,发动机
艾瑞泽EX,HAS_UNIT,空调
长安之星S460,HAS_UNIT,空调
睿骋CC,HAS_UNIT,传感器
ENCINO 昂希诺,HAS_UNIT,发动机
雪铁龙C3-XR,HAS_UNIT,空调
海马M3,HAS_UNIT,变速箱
陆风X7,HAS_UNIT,传感器
SWM斯威X7,HAS_UNIT,传感器
时代金刚,HAS_UNIT,变速箱
时代金刚,HAS_UNIT,发动机
时代金刚,HAS_UNIT,轴承
比亚迪M6,HAS_UNIT,传感器
频率,FEATURE_FAILURE,高温
奔驰C级,HAS_UNIT,转换器
哈弗F7,HAS_UNIT,差速器
瑞虎5x,HAS_UNIT,空调
比亚迪e1,HAS_UNIT,变速箱
比亚迪e1,HAS_UNIT,电机
奇瑞A3,HAS_UNIT,变速箱
维特拉,HAS_UNIT,变速箱
途观,HAS_UNIT,轴承
赛拉图,HAS_UNIT,空调
传祺GA3,HAS_UNIT,空调
高尔夫（进口）,HAS_UNIT,变速箱
长安CS75 PHEV,HAS_UNIT,电机
观致5,HAS_UNIT,变速箱
观致5,HAS_UNIT,发动机
奇骏,HAS_UNIT,差速器
索纳塔八,HAS_UNIT,变速箱
景逸X5,HAS_UNIT,空调
奥迪Q3,HAS_UNIT,燃油泵
欧尚CX70,HAS_UNIT,空调
海星T22,HAS_UNIT,发动机
众泰Z300,HAS_UNIT,发动机
艾瑞泽5,HAS_UNIT,助力泵
变速箱,COMPOSED_OF,助力泵
景逸S50,HAS_UNIT,变速箱
景逸S50,HAS_UNIT,发动机
宝马M3,HAS_UNIT,发动机
森雅R7,HAS_UNIT,分离器
奔驰GLK,HAS_UNIT,轴承
CC,HAS_UNIT,轴承
瑞虎,HAS_UNIT,发动机
金杯T32,HAS_UNIT,电机
上汽大通V80,HAS_UNIT,变速箱
上汽大通V80,HAS_UNIT,发动机
凌轩,HAS_UNIT,发动机
蒙派克E,HAS_UNIT,空调
宝马X5,HAS_UNIT,差速器
上汽大通D90,HAS_UNIT,发动机
中华V3,HAS_UNIT,水泵
长安CS95,HAS_UNIT,轴承
欧诺,HAS_UNIT,电机
宝马5系,HAS_UNIT,分离器
C4世嘉,HAS_UNIT,轴承
博瑞,HAS_UNIT,电机
现代ix35,HAS_UNIT,空调
长安CS95,HAS_UNIT,发动机
中华尊驰,HAS_UNIT,变速箱
上汽大通G10,HAS_UNIT,传感器
绅宝X55,HAS_UNIT,发动机
绅宝X55,HAS_UNIT,空调
宝马X5,HAS_UNIT,变速箱
比亚迪F3,HAS_UNIT,燃油泵
奔驰G级,HAS_UNIT,发动机
捷途X70S,HAS_UNIT,电池
高尔夫,HAS_UNIT,变压器
变压器,UNIT_FAILURE,异响
变压器,COMPOSED_OF,变速箱
黄海N2,HAS_UNIT,发动机
马自达3 Axela昂克赛拉,HAS_UNIT,轴承
元,HAS_UNIT,发动机
锐腾,HAS_UNIT,差速器
LANNIA 蓝鸟,HAS_UNIT,转向机
欧尚CX70,HAS_UNIT,变速箱
欧尚CX70,HAS_UNIT,发动机
时代驭菱 轻卡,HAS_UNIT,发动机
EU系列,HAS_UNIT,电池
EU系列,HAS_UNIT,动力电池
猎豹CS10,HAS_UNIT,传感器
智尚S35,HAS_UNIT,电池
智尚S35,HAS_UNIT,发动机
比亚迪F3,HAS_UNIT,冷却系统
宝马X5,HAS_UNIT,水泵
赛欧,HAS_UNIT,空调
奔驰S级新能源,HAS_UNIT,发动机
吉利GC7,HAS_UNIT,发动机
比亚迪S6,HAS_UNIT,电机
智尚S30,HAS_UNIT,发动机
传祺GS4新能源,HAS_UNIT,发动机
秦Pro新能源,HAS_UNIT,传感器
途昂,HAS_UNIT,差速器
博越,HAS_UNIT,助力泵
自由侠,HAS_UNIT,传感器
森雅R7,HAS_UNIT,控制器
雷克萨斯UX,HAS_UNIT,变速箱
雷克萨斯UX,HAS_UNIT,发动机
五菱之光,HAS_UNIT,电池
速腾,HAS_UNIT,冷却系统
赛欧,HAS_UNIT,转向机
赛欧,HAS_UNIT,助力泵
风光330,HAS_UNIT,转向机
马自达3 昂克赛拉,HAS_UNIT,冷却系统
逸动新能源,HAS_UNIT,电池
逸动新能源,HAS_UNIT,动力电池
远景X1,HAS_UNIT,空调
上汽大通G50,HAS_UNIT,变速箱
上汽大通G50,HAS_UNIT,发动机
奥迪Q3,HAS_UNIT,轴承
电压,FEATURE_FAILURE,高温
上汽大通G50,HAS_UNIT,空调
胜达,HAS_UNIT,空调
LANNIA 蓝鸟,HAS_UNIT,发动机
LANNIA 蓝鸟,HAS_UNIT,传感器
幻速S3,HAS_UNIT,传感器
众泰SR9,HAS_UNIT,冷却系统
大陆,HAS_UNIT,变速箱
大陆,HAS_UNIT,发动机
哈弗H7,HAS_UNIT,传感器
马自达CX-5,HAS_UNIT,差速器
挑战者,HAS_UNIT,空调
哈弗F5,HAS_UNIT,转向机
亚洲龙,HAS_UNIT,传感器
昕动,HAS_UNIT,变速箱
标致4008,HAS_UNIT,冷却系统
富康,HAS_UNIT,助力泵
宝马3系,HAS_UNIT,助力泵
奇瑞A3,HAS_UNIT,电机
幻速S6,HAS_UNIT,空调
特顺,HAS_UNIT,传感器
东南A5翼舞,HAS_UNIT,变速箱
威旺M60,HAS_UNIT,传感器
威旺M60,HAS_UNIT,水泵
众泰T300,HAS_UNIT,空调
众泰T300,HAS_UNIT,传感器
奔驰R级,HAS_UNIT,传感器
多利卡,HAS_UNIT,差速器
蔚揽,HAS_UNIT,发动机
绅宝智道,HAS_UNIT,变速箱
欧尚X70A,HAS_UNIT,变速箱
欧尚X70A,HAS_UNIT,发动机
瑞虎3,HAS_UNIT,轴承
标致207,HAS_UNIT,电机
景逸X6,HAS_UNIT,变速箱
绅宝智道,HAS_UNIT,发动机
揽胜极光,HAS_UNIT,变速箱
奔驰GLC,HAS_UNIT,电机
景逸X6,HAS_UNIT,冷却系统
宝骏530,HAS_UNIT,轴承
森雅R7,HAS_UNIT,变速箱
瑞虎5,HAS_UNIT,助力泵
悦翔V7,HAS_UNIT,电机
锐志,HAS_UNIT,电机
马自达6,HAS_UNIT,轴承
马自达6,HAS_UNIT,转向机
V3菱悦,HAS_UNIT,燃油泵
V3菱悦,HAS_UNIT,发动机
小海狮X30,HAS_UNIT,电机
幻速S6,HAS_UNIT,变速箱
DS 5LS,HAS_UNIT,发动机
WEY VV7,HAS_UNIT,轴承
秦Pro新能源,HAS_UNIT,变速箱
秦Pro新能源,HAS_UNIT,发动机
朗行,HAS_UNIT,燃油泵
宝马5系,HAS_UNIT,助力泵
中华H3,HAS_UNIT,发动机
帝豪,HAS_UNIT,分离器
中华V3,HAS_UNIT,传感器
空调,UNIT_FAILURE,卡死
YARiS L 致炫,HAS_UNIT,燃油泵
YARiS L 致享,HAS_UNIT,轴承
现代ix35,HAS_UNIT,电机
转向机,UNIT_FAILURE,断裂
骏派D60,HAS_UNIT,变速箱
欧诺,HAS_UNIT,发动机
欧诺,HAS_UNIT,传感器
汉腾X5,HAS_UNIT,变速箱
远景SUV,HAS_UNIT,转向机
力帆520,HAS_UNIT,空调
元,HAS_UNIT,变速箱
幻速S3,HAS_UNIT,轴承
海尚,HAS_UNIT,传感器
宝利格,HAS_UNIT,传感器
宝马7系,HAS_UNIT,变速箱
长安CS35,HAS_UNIT,电机
风骏6,HAS_UNIT,传感器
瑞风S4,HAS_UNIT,转向机
瑞风M5,HAS_UNIT,发动机
差速器,UNIT_FAILURE,降低
锋范,HAS_UNIT,轴承
锋范,HAS_UNIT,转向机
乐驰,HAS_UNIT,变速箱
伊兰特,HAS_UNIT,轴承
景程,HAS_UNIT,水泵
速锐,HAS_UNIT,轴承
欧尚COS1°(科赛),HAS_UNIT,变速箱
欧尚COS1°(科赛),HAS_UNIT,发动机
幻速S3,HAS_UNIT,空调
荣威550,HAS_UNIT,空调
朗动,HAS_UNIT,空调
绅宝智行,HAS_UNIT,变速箱
绅宝智行,HAS_UNIT,发动机
幻速S3L,HAS_UNIT,传感器
控制器,UNIT_FAILURE,降低
悦翔V7,HAS_UNIT,传感器
英菲尼迪Q70,HAS_UNIT,发动机
途达,HAS_UNIT,空调
雷克萨斯NX,HAS_UNIT,轴承
启辰T70,HAS_UNIT,冷却系统
启辰T70,HAS_UNIT,水泵
帕萨特,HAS_UNIT,控制器
燃油泵,COMPOSED_OF,控制器
骏逸,HAS_UNIT,传感器
比速T5,HAS_UNIT,分离器
比速T5,HAS_UNIT,发动机
比速T5,HAS_UNIT,轴承
力帆820,HAS_UNIT,变速箱
力帆820,HAS_UNIT,发动机
歌诗图,HAS_UNIT,变速箱
北京（BJ）20,HAS_UNIT,传感器
凯普斯达,HAS_UNIT,发动机
凯普斯达,HAS_UNIT,传感器
汉腾X7,HAS_UNIT,轴承
君威,HAS_UNIT,控制器
吉利EC8,HAS_UNIT,传感器
利亚纳A6,HAS_UNIT,发动机
朗行,HAS_UNIT,空调
大迈X5,HAS_UNIT,转向机
奔腾X80,HAS_UNIT,助力泵
柯迪亚克,HAS_UNIT,电机
英菲尼迪Q50L,HAS_UNIT,转向机
晶锐,HAS_UNIT,分离器
瑞虎3,HAS_UNIT,转向机
荣威e550,HAS_UNIT,发动机
LANNIA 蓝鸟,HAS_UNIT,燃油泵
荣威550,HAS_UNIT,轴承
荣威550,HAS_UNIT,转向机
荣威550,HAS_UNIT,助力泵
福美来,HAS_UNIT,转向机
阅朗,HAS_UNIT,空调
蔚领,HAS_UNIT,变速箱
秦,HAS_UNIT,空调
奔驰GLA,HAS_UNIT,转向机
全顺,HAS_UNIT,轴承
沃兰多,HAS_UNIT,空调
长安CS35,HAS_UNIT,空调
悦翔V3,HAS_UNIT,变速箱
温度,FEATURE_FAILURE,摇晃
启悦,HAS_UNIT,传感器
欧尚CX70,HAS_UNIT,轴承
欧尚CX70,HAS_UNIT,助力泵
助力泵,UNIT_FAILURE,卡死
朗动,HAS_UNIT,电机
轩朗,HAS_UNIT,发动机
频率,FEATURE_FAILURE,无法启动
起亚K4,HAS_UNIT,发动机
科雷嘉,HAS_UNIT,轴承
科雷嘉,HAS_UNIT,转向机
风云2,HAS_UNIT,变速箱
远景SUV,HAS_UNIT,轴承
奔驰S级,HAS_UNIT,电机
荣威350,HAS_UNIT,水泵
夏利N5,HAS_UNIT,发动机
夏利N5,HAS_UNIT,传感器
昊锐,HAS_UNIT,转向机
宝骏360,HAS_UNIT,变速箱
自由侠,HAS_UNIT,转向机
自由侠,HAS_UNIT,助力泵
佳乐,HAS_UNIT,发动机
奥迪Q5,HAS_UNIT,分离器
分离器,UNIT_FAILURE,高温
名爵ZS,HAS_UNIT,电机
多利卡,HAS_UNIT,燃油泵
标致308S,HAS_UNIT,变速箱
标致308S,HAS_UNIT,轴承
比亚迪G6,HAS_UNIT,电池
欧诺,HAS_UNIT,轴承
自由光,HAS_UNIT,电池
胜达,HAS_UNIT,助力泵
ASX劲炫（进口）,HAS_UNIT,发动机
长安CX20,HAS_UNIT,传感器
荣威360,HAS_UNIT,助力泵
知豆,HAS_UNIT,电池
知豆,HAS_UNIT,动力电池
海马M6,HAS_UNIT,变速箱
威旺205,HAS_UNIT,发动机
幻速S3L,HAS_UNIT,差速器
风光580新能源,HAS_UNIT,变速箱
风光580新能源,HAS_UNIT,电池
风光580新能源,HAS_UNIT,发动机
PN货车,HAS_UNIT,变速箱
科雷傲（进口）,HAS_UNIT,变速箱
科雷傲（进口）,HAS_UNIT,发动机
科帕奇,HAS_UNIT,变速箱
长安CS75,HAS_UNIT,空调
昌河Q7,HAS_UNIT,发动机
奥迪A1,HAS_UNIT,发动机
福瑞达K22,HAS_UNIT,发动机
骐达,HAS_UNIT,传感器
科雷嘉,HAS_UNIT,发动机
名爵HS,HAS_UNIT,转向机
林肯MKX,HAS_UNIT,电机
T-ROC探歌,HAS_UNIT,差速器
标致301,HAS_UNIT,电池
奔腾B30,HAS_UNIT,分离器
萨普,HAS_UNIT,发动机
劲炫ASX,HAS_UNIT,轴承
海马骑士,HAS_UNIT,变速箱
绅宝X65,HAS_UNIT,传感器
启辰R50,HAS_UNIT,传感器
本田CR-V,HAS_UNIT,转向机
君马S70,HAS_UNIT,传感器
欧尚A600,HAS_UNIT,发动机
欧尚A600,HAS_UNIT,传感器
现代ix25,HAS_UNIT,电池
现代ix25,HAS_UNIT,空调
传祺GA3S视界,HAS_UNIT,发动机
传祺GA3S视界,HAS_UNIT,水泵
新圣达菲,HAS_UNIT,传感器
揽福,HAS_UNIT,空调
宝骏630,HAS_UNIT,空调
奔腾X40,HAS_UNIT,助力泵
凌轩,HAS_UNIT,变速箱
骐达,HAS_UNIT,燃油泵
传祺GA3S视界,HAS_UNIT,变速箱
五菱宏光S3,HAS_UNIT,传感器
传祺GS7,HAS_UNIT,变速箱
雪铁龙C3-XR,HAS_UNIT,电机
奥德赛,HAS_UNIT,助力泵
雪铁龙C3-XR,HAS_UNIT,电池
凌渡,HAS_UNIT,助力泵
宝骏730,HAS_UNIT,水泵
比亚迪S6,HAS_UNIT,冷却系统
水泵,COMPOSED_OF,助力泵
起亚KX7,HAS_UNIT,发动机
蔚来ES8,HAS_UNIT,变速箱
猎豹CS9,HAS_UNIT,助力泵
LANNIA 蓝鸟,HAS_UNIT,变速箱
启悦,HAS_UNIT,转向机
启悦,HAS_UNIT,变速箱
猎豹CT7,HAS_UNIT,发动机
永源A380,HAS_UNIT,变速箱
海马M6,HAS_UNIT,传感器
现代ix35,HAS_UNIT,轴承
现代ix35,HAS_UNIT,转向机
幻速S3L,HAS_UNIT,轴承
凌渡,HAS_UNIT,控制器
欧力威,HAS_UNIT,转向机
雷克萨斯ES,HAS_UNIT,空调
幻速H3F,HAS_UNIT,发动机
幻速S6,HAS_UNIT,传感器
悦翔V7,HAS_UNIT,轴承
比亚迪S7,HAS_UNIT,空调
福美来,HAS_UNIT,电机
福美来,HAS_UNIT,水泵
凯绅,HAS_UNIT,发动机
长安欧尚A800,HAS_UNIT,变速箱
现代ix35,HAS_UNIT,电池
野马T70,HAS_UNIT,变速箱
DS 5LS,HAS_UNIT,传感器
海马S7,HAS_UNIT,变速箱
传祺GA3,HAS_UNIT,发动机
英菲尼迪QX50（进口）,HAS_UNIT,变速箱
英菲尼迪QX50（进口）,HAS_UNIT,发动机
幻速S3L,HAS_UNIT,变速箱
乐风RV,HAS_UNIT,变速箱
乐风RV,HAS_UNIT,发动机
幻速H2,HAS_UNIT,变速箱
桑塔纳,HAS_UNIT,控制器
桑塔纳,HAS_UNIT,水泵
北京（BJ）20,HAS_UNIT,变速箱
北京（BJ）20,HAS_UNIT,发动机
奔奔,HAS_UNIT,变速箱
观致5,HAS_UNIT,轴承
奔腾B30,HAS_UNIT,变速箱
奔腾B30,HAS_UNIT,轴承
悦翔V3,HAS_UNIT,电机
悦翔V3,HAS_UNIT,空调
悦翔V3,HAS_UNIT,轴承
荣威ei6,HAS_UNIT,传感器
奇瑞E5,HAS_UNIT,轴承
昂科雷,HAS_UNIT,发动机
昂科雷,HAS_UNIT,传感器
捷达,HAS_UNIT,差速器
江淮iEV6E,HAS_UNIT,转向机
皇冠,HAS_UNIT,电池
派力奥,HAS_UNIT,发动机
菲翔,HAS_UNIT,转向机
金牛座,HAS_UNIT,变速箱
奥迪A1,HAS_UNIT,传感器
西玛,HAS_UNIT,变速箱
朗境,HAS_UNIT,电池
同悦,HAS_UNIT,变速箱
帕萨特,HAS_UNIT,差速器
差速器,COMPOSED_OF,转向机
启辰R50,HAS_UNIT,空调
蓝瑟,HAS_UNIT,变速箱
蓝瑟,HAS_UNIT,轴承
哈弗H8,HAS_UNIT,变速箱
远景SUV,HAS_UNIT,传感器
途观,HAS_UNIT,转向机
幻速S7,HAS_UNIT,轴承
风光360,HAS_UNIT,发动机
五菱荣光V,HAS_UNIT,转向机
森雅M80,HAS_UNIT,传感器
标致4008,HAS_UNIT,空调
哈弗F5,HAS_UNIT,空调
分离器,COMPOSED_OF,传感器
指南者,HAS_UNIT,轴承
凯美瑞,HAS_UNIT,逆变器
领翔,HAS_UNIT,发动机
远景X1,HAS_UNIT,变速箱
海景,HAS_UNIT,发动机
海景,HAS_UNIT,传感器
同悦,HAS_UNIT,传感器
五菱宏光,HAS_UNIT,控制器
哈弗H5,HAS_UNIT,电池
EX系列,HAS_UNIT,电池
EX系列,HAS_UNIT,动力电池
绅宝X35,HAS_UNIT,变速箱
蔚领,HAS_UNIT,传感器
讴歌TLX-L,HAS_UNIT,变速箱
讴歌TLX-L,HAS_UNIT,发动机
名爵3SW,HAS_UNIT,发动机
控制器,UNIT_FAILURE,断裂
凌轩,HAS_UNIT,传感器
宝马5系新能源,HAS_UNIT,电机
途观L,HAS_UNIT,冷却系统
途观L,HAS_UNIT,水泵
哈弗H6 Coupe,HAS_UNIT,空调
普拉多,HAS_UNIT,发动机
YARiS L 致炫,HAS_UNIT,轴承
博瑞GE新能源,HAS_UNIT,电池
博瑞GE新能源,HAS_UNIT,动力电池
众泰Z300,HAS_UNIT,变速箱
上汽大通T60,HAS_UNIT,变速箱
宝沃BX5,HAS_UNIT,变速箱
逸动XT,HAS_UNIT,助力泵
昌河A6,HAS_UNIT,变速箱
昌河A6,HAS_UNIT,发动机
西玛CIMA,HAS_UNIT,发动机
智尚S30,HAS_UNIT,变速箱
智尚S30,HAS_UNIT,传感器
名爵6,HAS_UNIT,水泵
翼搏,HAS_UNIT,轴承
帝豪GL,HAS_UNIT,助力泵
远景SUV,HAS_UNIT,空调
朗行,HAS_UNIT,助力泵
景逸X3,HAS_UNIT,发动机
景逸X3,HAS_UNIT,变速箱
幻速H3,HAS_UNIT,变速箱
锋驭,HAS_UNIT,转向机
新圣达菲,HAS_UNIT,发动机
阁瑞斯,HAS_UNIT,传感器
长安CS95,HAS_UNIT,空调
优6 SUV,HAS_UNIT,变速箱
宝马X4,HAS_UNIT,发动机
英菲尼迪Q50,HAS_UNIT,发动机
传祺GS3,HAS_UNIT,电池
蒙迪欧致胜,HAS_UNIT,转向机
博瑞GE,HAS_UNIT,电池
传祺GS5,HAS_UNIT,燃油泵
黄海N3,HAS_UNIT,发动机
宝骏310,HAS_UNIT,燃油泵
宝骏310,HAS_UNIT,变速箱
陆风X5,HAS_UNIT,发动机
乐驰,HAS_UNIT,传感器
雷克萨斯CT,HAS_UNIT,电池
标致3008,HAS_UNIT,电机
标致3008,HAS_UNIT,控制器
奥迪A6,HAS_UNIT,轴承
自由舰,HAS_UNIT,传感器
元,HAS_UNIT,电池
锐行,HAS_UNIT,转向机
瑞风S3,HAS_UNIT,电机
悦翔V7,HAS_UNIT,空调
伊兰特,HAS_UNIT,电机
北斗星,HAS_UNIT,助力泵
冷却系统,COMPOSED_OF,空调
发现神行,HAS_UNIT,空调
唐,HAS_UNIT,轴承
神骐F30,HAS_UNIT,发动机
比亚迪S6,HAS_UNIT,控制器
陆风X2,HAS_UNIT,发动机
景逸X6,HAS_UNIT,空调
长城C30,HAS_UNIT,变速箱
瑞风R3,HAS_UNIT,变速箱
瑞风R3,HAS_UNIT,发动机
传祺GA4,HAS_UNIT,空调
宝马1系（进口）,HAS_UNIT,传感器
欧诺,HAS_UNIT,变速箱
瑞风M4,HAS_UNIT,传感器
中华V3,HAS_UNIT,冷却系统
索纳塔九,HAS_UNIT,电池
